,TransactionDate,ClientID,DollarAmount
0,2020-01-01,4547,1054.9283279856847
1,2020-01-01,2739,305.06706516950265
2,2020-01-01,1066,877.4003953386807
3,2020-01-01,348,-663.1735876130564
4,2020-01-01,608,-417.44893940579936
5,2020-01-01,4469,-363.1206637452378
6,2020-01-01,6,-313.61020751734867
7,2020-01-01,3155,-81.9053745552936
8,2020-01-01,1591,777.5449853529776
9,2020-01-01,4197,390.29209100155595
10,2020-01-01,913,-2137.331763594001
11,2020-01-01,3259,531.4665458272971
12,2020-01-01,2734,148.70718588158877
13,2020-01-01,4862,1936.5459450130852
14,2020-01-01,4054,-1412.1830688511577
15,2020-01-01,720,101.41268724539708
16,2020-01-01,4652,287.6656393710441
17,2020-01-01,4395,-993.267255687289
18,2020-01-01,1429,325.41408971502165
19,2020-01-01,2646,697.971818050819
20,2020-01-01,2822,-303.3658432152954
21,2020-01-01,1067,538.4171605561473
22,2020-01-01,1165,-785.7784549354976
23,2020-01-01,2417,521.1613196252875
24,2020-01-01,2033,397.5446502257277
25,2020-01-01,4607,-849.5306865107723
26,2020-01-01,4155,543.7900527557579
27,2020-01-01,3176,-580.2749186459082
28,2020-01-01,790,1272.7469350751837
29,2020-01-01,2895,-136.07044741112605
30,2020-01-01,2484,-834.2990803805002
31,2020-01-01,558,940.9945716345063
32,2020-01-01,1299,-2323.2942951355244
33,2020-01-01,1750,81.00201843622644
34,2020-01-01,357,474.84392166125394
35,2020-01-01,4034,-498.5284462340835
36,2020-01-01,1614,-261.3722704780709
37,2020-01-01,1885,1359.4277035721148
38,2020-01-01,2951,710.201217638677
39,2020-01-01,962,-1550.0363233469477
40,2020-01-01,4007,-840.8798499104587
41,2020-01-01,1294,-653.2994014782362
42,2020-01-01,475,907.4383085678136
43,2020-01-01,1408,554.1190266381375
44,2020-01-01,400,0.020299212410975542
45,2020-01-01,4602,-506.31426290654895
46,2020-01-01,767,649.2566533055405
47,2020-01-01,4819,664.0020348445971
48,2020-01-01,4449,910.9730388181455
49,2020-01-01,4477,482.6918699595259
50,2020-01-01,2164,-1348.7833165597506
51,2020-01-02,2905,1517.3240486360053
52,2020-01-02,1727,-0.6282450140455467
53,2020-01-02,1013,-897.2973596096995
54,2020-01-02,4479,-2084.0457835307666
55,2020-01-02,1764,1193.8723199648157
56,2020-01-02,3569,710.0218086213715
57,2020-01-02,1371,1918.2829323492022
58,2020-01-02,691,1012.1541772538009
59,2020-01-02,4472,-546.0645537635263
60,2020-01-02,4968,-28.30841747664553
61,2020-01-02,4750,-1609.8148687717369
62,2020-01-02,3252,-1172.1857835644503
63,2020-01-02,1282,1055.3588625657335
64,2020-01-02,4695,522.9518360339745
65,2020-01-02,4983,-1062.1881591008432
66,2020-01-02,1523,1782.348562368851
67,2020-01-02,928,-1271.4401575183426
68,2020-01-02,370,-746.6364873989266
69,2020-01-02,235,196.14724060960276
70,2020-01-02,4903,-89.60382721607036
71,2020-01-02,3661,306.33318014141025
72,2020-01-02,4240,1907.8800048672472
73,2020-01-02,3160,464.280651740278
74,2020-01-02,3178,1946.2994140470075
75,2020-01-02,890,-431.05534604283673
76,2020-01-02,1507,-808.2864599304223
77,2020-01-02,2047,-179.4464833896422
78,2020-01-02,2771,1968.7994001880893
79,2020-01-02,530,-569.3825029191016
80,2020-01-02,3232,-946.6747515606398
81,2020-01-02,2662,-896.6170300994237
82,2020-01-02,545,-2133.291533406802
83,2020-01-02,3326,849.0301099531591
84,2020-01-02,123,143.7379283968004
85,2020-01-02,2589,677.3074722994271
86,2020-01-02,2298,884.5112974000785
87,2020-01-02,2598,-111.82366065164882
88,2020-01-02,3964,300.9644455310648
89,2020-01-02,2538,767.4379700946702
90,2020-01-02,750,1154.2757094070573
91,2020-01-02,2908,634.6508274703642
92,2020-01-02,3051,1074.748229278025
93,2020-01-02,504,-376.2984300130671
94,2020-01-02,1577,-2385.678100297049
95,2020-01-02,22,445.63839578883585
96,2020-01-02,1733,1492.251596878582
97,2020-01-02,3448,-1072.149039781828
98,2020-01-02,1900,80.05442542599101
99,2020-01-02,1122,-1677.9526512407872
100,2020-01-02,1186,104.5217263183443
101,2020-01-02,1029,1.167514235788829
102,2020-01-02,2500,1611.8287518818258
103,2020-01-02,1777,1936.531317425621
104,2020-01-02,3679,542.0091220515303
105,2020-01-02,1583,-1906.2570577733115
106,2020-01-02,3736,-1785.1450520027188
107,2020-01-02,3691,158.41828997559293
108,2020-01-02,3849,107.76486838293185
109,2020-01-02,3069,1380.0638623400419
110,2020-01-02,979,2447.9246917797664
111,2020-01-02,4095,-1749.6675691127462
112,2020-01-02,2302,710.6532289041056
113,2020-01-02,4296,187.09665407953867
114,2020-01-02,686,-626.1255192478327
115,2020-01-03,3114,-41.33490791829695
116,2020-01-03,4821,898.9673141217863
117,2020-01-03,2196,579.753086248089
118,2020-01-03,1663,-693.0283626924006
119,2020-01-03,3867,-825.6981815811205
120,2020-01-03,1486,-132.1047879915954
121,2020-01-03,2243,-658.530842053702
122,2020-01-03,2055,126.79381929687497
123,2020-01-03,2385,576.6116190797301
124,2020-01-03,2945,267.92166249109727
125,2020-01-03,3974,23.77971022120495
126,2020-01-03,1831,783.1975797926543
127,2020-01-03,453,-78.57991777517319
128,2020-01-03,3721,-397.9546243677369
129,2020-01-03,855,600.6282408221407
130,2020-01-03,3197,570.0392131699001
131,2020-01-03,4764,-1218.0269110118256
132,2020-01-03,4580,390.42848952323243
133,2020-01-03,3466,774.3617990820583
134,2020-01-03,4872,2375.916578703697
135,2020-01-03,2870,-1462.1769066572963
136,2020-01-03,4370,-959.8434418713232
137,2020-01-03,2537,780.4326874222883
138,2020-01-03,1989,1508.4695830920634
139,2020-01-03,1677,1435.7821609076823
140,2020-01-03,4067,-1119.8890818608954
141,2020-01-03,850,900.0404735067908
142,2020-01-03,2777,284.8013710782428
143,2020-01-03,3683,-243.60310937901028
144,2020-01-03,4127,-730.7486135954144
145,2020-01-03,4347,-1437.396187609222
146,2020-01-03,1546,2009.6136074342903
147,2020-01-03,2865,-528.3186236353948
148,2020-01-03,1738,-948.7484315526649
149,2020-01-03,1626,1063.9909652582692
150,2020-01-03,808,891.6354164739046
151,2020-01-03,4868,-719.7412464230025
152,2020-01-03,3755,1904.0416786251913
153,2020-01-03,2907,229.56347711585553
154,2020-01-03,3350,-766.6218988703408
155,2020-01-03,1859,-106.24236084725817
156,2020-01-03,3810,829.4961842910309
157,2020-01-03,1308,316.74076584641995
158,2020-01-03,1603,-1586.6439755262845
159,2020-01-03,140,-178.66259929105559
160,2020-01-03,4145,-367.6644000311233
161,2020-01-03,661,608.387535199699
162,2020-01-03,3901,-1065.6663219032969
163,2020-01-03,1024,1153.1591756513308
164,2020-01-03,2716,1003.5497665030865
165,2020-01-03,1168,-490.4229992013105
166,2020-01-03,4633,1602.350837418734
167,2020-01-03,887,-1430.6723975707316
168,2020-01-03,4773,1806.7058789616399
169,2020-01-03,4261,289.57716297769525
170,2020-01-03,2285,-894.3239934714048
171,2020-01-03,194,744.6889513332311
172,2020-01-03,3099,-1306.9348809533717
173,2020-01-03,4959,-667.0821729289913
174,2020-01-03,3858,20.610345044514943
175,2020-01-03,4755,1708.7061839268097
176,2020-01-03,172,1121.85127651016
177,2020-01-04,924,2897.956722302712
178,2020-01-04,4235,-740.0590500140772
179,2020-01-04,3197,505.83004027005774
180,2020-01-04,1575,-1415.2184671985888
181,2020-01-04,201,2377.5198608977025
182,2020-01-04,486,1152.0494791745678
183,2020-01-04,4155,-1091.5774261418655
184,2020-01-04,3154,-1189.0823940881123
185,2020-01-04,4445,420.9180644976335
186,2020-01-04,4851,-1012.676015091241
187,2020-01-04,2968,-693.778556187474
188,2020-01-04,731,-960.2909739249164
189,2020-01-04,2863,-1031.9431260887716
190,2020-01-04,1448,915.3443791996651
191,2020-01-04,849,-129.2799962167863
192,2020-01-04,3274,248.9673273074514
193,2020-01-04,1549,-1438.656698421669
194,2020-01-04,1910,-435.3158699167416
195,2020-01-04,4890,-256.6321656927243
196,2020-01-04,2217,965.3758749518257
197,2020-01-04,299,-858.9152558753505
198,2020-01-04,759,-1000.5393270236027
199,2020-01-04,4097,-1066.515345191013
200,2020-01-04,4342,1016.9489888325779
201,2020-01-04,4256,1488.9601602089504
202,2020-01-04,3569,1143.2130060431953
203,2020-01-04,3709,-236.7599187125473
204,2020-01-04,2806,3090.6879158017086
205,2020-01-04,2200,-1121.731390601607
206,2020-01-04,3485,-991.546195158279
207,2020-01-04,4640,-371.55798254511257
208,2020-01-04,3455,293.0893978314516
209,2020-01-04,4046,-1005.3054614387886
210,2020-01-04,356,-460.4063421775039
211,2020-01-04,3216,-1337.0175694914944
212,2020-01-04,3739,430.2427398202233
213,2020-01-04,2439,-1131.5014847289085
214,2020-01-04,23,1020.2516524226584
215,2020-01-04,4417,-1012.3832275369389
216,2020-01-04,1171,149.5269553895796
217,2020-01-04,2454,699.0972384608258
218,2020-01-04,347,701.5220085100777
219,2020-01-04,2896,-1699.8309246041836
220,2020-01-04,1514,591.2416764040426
221,2020-01-04,285,-1825.7038825088275
222,2020-01-04,2027,954.9387657925352
223,2020-01-04,2715,-163.223407370754
224,2020-01-04,1133,454.6172234612892
225,2020-01-04,3813,-784.2808727182246
226,2020-01-04,3243,-772.0940385588929
227,2020-01-04,4258,-302.0230190773968
228,2020-01-04,4958,-1463.8831510875398
229,2020-01-04,2340,2428.2724520971055
230,2020-01-04,4596,526.8325368977404
231,2020-01-04,1955,1305.3898575601831
232,2020-01-04,231,-1782.6902160130842
233,2020-01-04,132,254.59913999732873
234,2020-01-04,1778,-572.9659031902414
235,2020-01-04,1979,608.6049670063857
236,2020-01-04,3918,143.3346575208624
237,2020-01-05,4807,-74.74367920400033
238,2020-01-05,3798,656.693838654022
239,2020-01-05,1132,2523.101474995962
240,2020-01-05,2335,565.3750597789654
241,2020-01-05,2214,-719.78141733581
242,2020-01-05,1928,-753.1479195962753
243,2020-01-05,1998,451.1811067125331
244,2020-01-05,395,-959.1663225121192
245,2020-01-05,54,1056.3535685381123
246,2020-01-05,4286,-855.2977120348746
247,2020-01-05,1169,715.0224097799892
248,2020-01-05,1436,449.0237519936947
249,2020-01-05,1114,1338.6726982101914
250,2020-01-05,3463,259.66461159523226
251,2020-01-05,2751,61.82634171230251
252,2020-01-05,2032,687.4894090032022
253,2020-01-05,2900,1669.5974741156365
254,2020-01-05,3196,297.3772791010392
255,2020-01-05,2365,-444.76260846694015
256,2020-01-05,3197,-289.9801877377611
257,2020-01-05,97,9.971094159773358
258,2020-01-05,4154,140.6116355112128
259,2020-01-05,190,1509.109173587181
260,2020-01-05,4609,630.5433182367266
261,2020-01-05,2858,343.3326307747635
262,2020-01-05,4620,-1888.5249517641103
263,2020-01-05,1212,982.3240971130076
264,2020-01-05,1928,1075.0166010648436
265,2020-01-05,769,-1653.1533744572362
266,2020-01-05,3877,-905.1826925241296
267,2020-01-05,2527,1995.951542111879
268,2020-01-05,705,-142.50439787822057
269,2020-01-05,2139,214.12099927706453
270,2020-01-05,4430,-1262.6789685444203
271,2020-01-05,981,713.7703521033358
272,2020-01-05,2976,1569.277606456184
273,2020-01-05,1136,-242.5000841763312
274,2020-01-05,2429,457.6084030196588
275,2020-01-05,4588,-250.25409252746482
276,2020-01-05,2011,-281.53920353491975
277,2020-01-05,598,385.1369219378566
278,2020-01-05,1910,825.7538717166251
279,2020-01-05,697,1739.5220646922453
280,2020-01-05,1924,-699.0410055986796
281,2020-01-05,3559,106.49972772528723
282,2020-01-05,2492,1191.1325337396613
283,2020-01-05,1783,960.570424119075
284,2020-01-05,3013,1306.745907563945
285,2020-01-05,964,-457.3049732443136
286,2020-01-05,468,-332.66973601323025
287,2020-01-05,204,1644.8607139288831
288,2020-01-05,1456,-397.8823232484167
289,2020-01-05,1605,-1023.5916008826839
290,2020-01-05,2012,0.7259591256580507
291,2020-01-05,767,743.2921791175337
292,2020-01-05,2252,1581.2796182782563
293,2020-01-05,1408,1961.2863852691037
294,2020-01-05,3781,-577.8217456838026
295,2020-01-05,1195,-641.3371872259889
296,2020-01-05,3803,-1160.0448395038297
297,2020-01-05,1735,1861.359047899808
298,2020-01-05,1754,1005.54309065143
299,2020-01-05,1873,366.650615260903
300,2020-01-05,1752,162.76428183292077
301,2020-01-05,1701,-835.1172629823576
302,2020-01-05,2979,-1282.9945798113013
303,2020-01-05,761,105.46415164490277
304,2020-01-06,3022,-1875.141697201407
305,2020-01-06,4313,742.8737169353107
306,2020-01-06,2730,2173.1926882677963
307,2020-01-06,4434,-37.95176492781624
308,2020-01-06,4942,51.461281831256336
309,2020-01-06,319,145.38419124341496
310,2020-01-06,2672,-196.52641257047355
311,2020-01-06,1070,1712.85313818467
312,2020-01-06,1403,-321.81736624988815
313,2020-01-06,3949,-1523.5353983884916
314,2020-01-06,3326,-231.13808754166587
315,2020-01-06,1171,1881.7452002669665
316,2020-01-06,2778,-2349.906830875847
317,2020-01-06,2983,-73.46835976757833
318,2020-01-06,4499,677.7069668799498
319,2020-01-06,250,1299.0084473767079
320,2020-01-06,1425,-260.3145295211945
321,2020-01-06,3846,-549.5861465738194
322,2020-01-06,2886,-512.1453916982646
323,2020-01-06,4437,-216.75550353716312
324,2020-01-06,4300,535.7423079728222
325,2020-01-06,54,-562.5401372847226
326,2020-01-06,4379,-165.0503940646505
327,2020-01-06,2686,-78.4772279918603
328,2020-01-06,3273,-364.68447176609595
329,2020-01-06,3851,48.877023628029384
330,2020-01-06,391,156.57371783182833
331,2020-01-06,3330,-1345.8406834517475
332,2020-01-06,2365,982.6127716750478
333,2020-01-06,3620,956.3714168308247
334,2020-01-06,4312,546.8128827381738
335,2020-01-06,1144,-3046.0065915562736
336,2020-01-06,2966,-319.08900827154054
337,2020-01-06,1207,-3.1966112359056496
338,2020-01-06,2311,358.52714955351564
339,2020-01-06,514,1454.3938398223693
340,2020-01-06,969,-352.8887385231827
341,2020-01-06,4622,1272.8260646590545
342,2020-01-06,3412,1248.660858032427
343,2020-01-06,1757,275.1514569407998
344,2020-01-06,4497,-654.2926051178987
345,2020-01-06,710,163.5612598036742
346,2020-01-06,651,-1729.578646282902
347,2020-01-06,2757,-444.5632699015031
348,2020-01-06,2796,-858.4026416084021
349,2020-01-06,2465,-1345.320201949779
350,2020-01-06,2721,-954.8071722811735
351,2020-01-06,2491,689.7164846124076
352,2020-01-06,72,841.8113040283288
353,2020-01-06,3697,397.26164861912633
354,2020-01-06,927,-252.0975273243668
355,2020-01-06,1115,-22.55521868336531
356,2020-01-06,4377,-262.35441742484534
357,2020-01-06,4679,-1465.1481070320497
358,2020-01-06,2506,8.22131667221089
359,2020-01-06,4397,-1296.896612178673
360,2020-01-06,752,-537.5856579245377
361,2020-01-06,2737,1312.3467530033026
362,2020-01-06,4910,934.8017808774135
363,2020-01-07,4984,-337.00400505940524
364,2020-01-07,726,-685.7154012861608
365,2020-01-07,2740,1302.563214371474
366,2020-01-07,3102,-510.7164848628461
367,2020-01-07,951,-415.34545185524655
368,2020-01-07,2382,981.2857114907439
369,2020-01-07,3603,-383.3223828981213
370,2020-01-07,3797,-1186.8827448829059
371,2020-01-07,4167,-1051.5785599923802
372,2020-01-07,2862,-2680.546895179578
373,2020-01-07,219,-1163.3883193913816
374,2020-01-07,683,628.4172091035697
375,2020-01-07,3411,512.0607556584639
376,2020-01-07,4082,269.5670472923847
377,2020-01-07,3504,-166.5415412410652
378,2020-01-07,2149,-226.99010842188522
379,2020-01-07,1392,502.3348909012375
380,2020-01-07,1804,-1864.388798014425
381,2020-01-07,2465,-436.5515494218156
382,2020-01-07,1864,-423.57703036296596
383,2020-01-07,843,989.4667902715405
384,2020-01-07,2068,-312.57176817279156
385,2020-01-07,2827,-458.7947939317461
386,2020-01-07,1753,-341.8128073562724
387,2020-01-07,2369,-611.5852563869504
388,2020-01-07,1529,601.6918127415166
389,2020-01-07,4426,394.56102596491786
390,2020-01-07,810,-332.57355643267505
391,2020-01-07,3562,646.2406669241302
392,2020-01-07,4098,761.9724222727687
393,2020-01-07,1313,-1781.5176815676814
394,2020-01-07,2660,-648.8219824070794
395,2020-01-07,1566,643.598999821144
396,2020-01-07,2591,74.83190437566901
397,2020-01-07,830,-182.38101741349476
398,2020-01-07,1020,62.825287060695366
399,2020-01-07,4070,-2415.343043781901
400,2020-01-07,3209,-936.6922822661427
401,2020-01-07,2546,-1367.5037173706567
402,2020-01-07,2529,2330.132517497896
403,2020-01-07,1874,9.29201727805841
404,2020-01-07,1106,-1529.0764093564121
405,2020-01-07,4701,1.3948991653706742
406,2020-01-07,4779,1185.0068425263166
407,2020-01-07,3247,-1800.8068705738985
408,2020-01-07,3880,1272.517215501601
409,2020-01-07,732,1741.4117877749284
410,2020-01-07,2998,-1677.9661846113827
411,2020-01-07,1377,-702.6540188578264
412,2020-01-07,3895,-114.24415910641753
413,2020-01-07,2164,-895.8111081715856
414,2020-01-07,4570,413.23656579073185
415,2020-01-07,3659,67.22157629796999
416,2020-01-07,2828,-1001.84011705545
417,2020-01-07,3472,2072.4004401724933
418,2020-01-07,4415,120.73466767788138
419,2020-01-07,1978,-1617.383748475934
420,2020-01-07,1078,-573.2815230087522
421,2020-01-07,1250,889.8966269845058
422,2020-01-07,4871,-375.3258200120909
423,2020-01-07,502,306.6482763508271
424,2020-01-07,3505,-401.9042033248544
425,2020-01-07,3105,620.2674651465445
426,2020-01-07,4451,33.8836349418129
427,2020-01-07,3191,-186.65193867882152
428,2020-01-07,2977,1471.866082705443
429,2020-01-07,4094,1224.0250262126451
430,2020-01-07,515,-1403.8131298439057
431,2020-01-07,4471,11.763620886060707
432,2020-01-07,559,1526.6187020943241
433,2020-01-08,4442,-386.4298845832158
434,2020-01-08,197,-171.83962654303036
435,2020-01-08,672,-664.9772528496468
436,2020-01-08,288,621.9308832376331
437,2020-01-08,2914,2643.0050532856676
438,2020-01-08,3449,1001.82311955713
439,2020-01-08,278,1016.0741786720621
440,2020-01-08,2840,-246.73308092526077
441,2020-01-08,2692,994.7752360869323
442,2020-01-08,4143,-1376.7986435967525
443,2020-01-08,2240,-44.41875044464308
444,2020-01-08,2224,1467.753510375381
445,2020-01-08,2129,2145.2186853861895
446,2020-01-08,1652,-447.2966675567983
447,2020-01-08,3028,51.76041635632598
448,2020-01-08,3675,94.31556999797625
449,2020-01-08,1387,175.96347782761922
450,2020-01-08,2366,111.16043381204142
451,2020-01-08,1249,-1493.638107792861
452,2020-01-08,4421,550.09214765093
453,2020-01-08,4676,-958.4030141388153
454,2020-01-08,1087,-626.5978884640473
455,2020-01-08,424,-561.3001522538594
456,2020-01-08,2051,628.9477048178062
457,2020-01-08,1784,-1374.068423933582
458,2020-01-08,2588,-999.9171323224941
459,2020-01-08,4183,425.42323997473665
460,2020-01-08,2160,-73.48644622544856
461,2020-01-08,3386,-473.62539420865494
462,2020-01-08,2986,-693.6317688048107
463,2020-01-08,2318,415.1582130970716
464,2020-01-08,448,-919.9607971909954
465,2020-01-08,1596,-269.83259755851077
466,2020-01-08,1194,-876.8582146315579
467,2020-01-08,2124,199.51744707279516
468,2020-01-08,315,2130.548280913861
469,2020-01-08,3097,160.77924725675732
470,2020-01-08,252,239.2271422497498
471,2020-01-08,1693,291.418505931443
472,2020-01-08,1409,1225.8962633700085
473,2020-01-08,3349,353.5163356508239
474,2020-01-08,651,-410.7453694426222
475,2020-01-08,2474,211.33857879153186
476,2020-01-08,1362,951.3317384429581
477,2020-01-08,4451,1903.9179694154238
478,2020-01-08,3283,-428.8255454922038
479,2020-01-08,678,804.6976456357245
480,2020-01-08,3168,1645.0380661917159
481,2020-01-08,4787,-943.8631224449432
482,2020-01-08,3444,1030.0085622362446
483,2020-01-08,1438,631.2499412551444
484,2020-01-08,465,-1671.6581314809387
485,2020-01-08,1814,395.655365035208
486,2020-01-08,555,-1344.6243171068306
487,2020-01-08,4432,-282.8159392662146
488,2020-01-08,694,1088.2198252853727
489,2020-01-08,2088,-678.7203887115126
490,2020-01-08,1608,-819.7692790625798
491,2020-01-08,1331,-352.02644741944147
492,2020-01-08,3252,-398.9312919358189
493,2020-01-08,4393,-419.7033495421525
494,2020-01-08,604,2338.9819419952246
495,2020-01-09,1700,-581.3758144463395
496,2020-01-09,2567,2432.1460314440487
497,2020-01-09,3940,-232.07258801430174
498,2020-01-09,726,735.0153995498767
499,2020-01-09,432,1162.3997687058804
500,2020-01-09,4863,-596.9274751669303
501,2020-01-09,2258,512.9611162084447
502,2020-01-09,3219,-888.1405922633112
503,2020-01-09,3034,-827.819525228991
504,2020-01-09,4620,1158.18708379509
505,2020-01-09,2831,-2216.8512327781477
506,2020-01-09,761,1599.622174975946
507,2020-01-09,2062,113.57317560733001
508,2020-01-09,4528,-2435.4272230187953
509,2020-01-09,3274,-10.70454660177576
510,2020-01-09,2384,-297.63465128083095
511,2020-01-09,1843,1044.3783634726628
512,2020-01-09,4042,-11.127624831258231
513,2020-01-09,736,2777.5327729428045
514,2020-01-09,1638,606.1795290479517
515,2020-01-09,3891,840.1157242810406
516,2020-01-09,1970,-862.4525916612603
517,2020-01-09,1485,1564.7211786608245
518,2020-01-09,955,-533.4158422269852
519,2020-01-09,2464,444.00535708806956
520,2020-01-09,3240,1488.8048004086518
521,2020-01-09,2718,113.21081449332172
522,2020-01-09,3531,1.580087204486361
523,2020-01-09,830,-789.4550723124813
524,2020-01-09,1981,37.68618254367242
525,2020-01-09,4027,1195.0481850595067
526,2020-01-09,1113,-13.141347946696598
527,2020-01-09,3165,-2249.4061675649323
528,2020-01-09,4170,108.87553710543988
529,2020-01-09,4687,888.3066887015757
530,2020-01-09,838,705.8563512713431
531,2020-01-09,1558,1716.7634603667145
532,2020-01-09,3422,-637.9763547394564
533,2020-01-09,4137,755.9821587774228
534,2020-01-09,1307,-1893.8910415058492
535,2020-01-09,2226,576.1221786097058
536,2020-01-09,3778,516.6358227782619
537,2020-01-09,2692,-265.4616789243307
538,2020-01-09,4075,351.89613503187314
539,2020-01-09,1536,693.9063405912885
540,2020-01-09,207,-983.1307057606448
541,2020-01-09,530,-1225.7793635559578
542,2020-01-09,2943,-249.67299851204814
543,2020-01-09,1161,-849.1121593798996
544,2020-01-09,4401,557.3359497808462
545,2020-01-09,2101,748.0332619827773
546,2020-01-09,1162,-1001.0474965818901
547,2020-01-09,3379,-1333.5990387201623
548,2020-01-09,3173,-1542.854375961635
549,2020-01-09,3426,609.6020459553698
550,2020-01-09,3309,827.6752861289808
551,2020-01-09,2892,-355.1349394497827
552,2020-01-09,463,862.6856368827757
553,2020-01-09,2179,-121.89583133967011
554,2020-01-09,1922,-549.7334304395197
555,2020-01-09,2596,1157.5806813296206
556,2020-01-09,4647,-201.8336360278239
557,2020-01-09,3242,607.2819830328962
558,2020-01-09,667,183.64610476310335
559,2020-01-09,2843,38.59955129443975
560,2020-01-09,4532,-515.94295182433
561,2020-01-10,4119,417.31208697078364
562,2020-01-10,3820,-1859.3019065723583
563,2020-01-10,4651,-806.0581999962974
564,2020-01-10,4195,2084.993888799342
565,2020-01-10,4088,-901.1217693090841
566,2020-01-10,1632,-282.14469649776686
567,2020-01-10,1292,-261.37473972474993
568,2020-01-10,1148,-478.53825648241514
569,2020-01-10,2502,-661.3655901162895
570,2020-01-10,4947,-738.2390621903718
571,2020-01-10,4168,1434.226785849156
572,2020-01-10,3669,1094.8480723748958
573,2020-01-10,1306,1098.8602349607595
574,2020-01-10,768,-1549.7741277827286
575,2020-01-10,3430,1986.5421273556158
576,2020-01-10,3065,48.9365170476906
577,2020-01-10,2438,324.8006667494045
578,2020-01-10,3376,-33.08500656826641
579,2020-01-10,2818,-213.74018323385576
580,2020-01-10,738,-1983.7435758795823
581,2020-01-10,657,145.45279870422567
582,2020-01-10,3007,-231.20545494878257
583,2020-01-10,4846,-931.4748820266288
584,2020-01-10,3870,305.80205377996765
585,2020-01-10,462,21.14902740189133
586,2020-01-10,3342,-924.3386747400311
587,2020-01-10,376,-41.26899795744518
588,2020-01-10,4674,-465.71915102871776
589,2020-01-10,1298,-230.39287624166326
590,2020-01-10,733,6.909709187435084
591,2020-01-10,3499,488.21846096997353
592,2020-01-10,4141,-2100.2892851502743
593,2020-01-10,1035,531.3128863864774
594,2020-01-10,1244,-161.37797227290616
595,2020-01-10,1412,561.7994365059349
596,2020-01-10,1759,30.833943828257972
597,2020-01-10,2691,1273.1337806600952
598,2020-01-10,831,94.13584062479826
599,2020-01-10,4198,-157.31482702719654
600,2020-01-10,2594,130.2273529218429
601,2020-01-10,3043,1692.4109205121465
602,2020-01-10,62,-401.24196757242623
603,2020-01-10,3606,-156.9106337572967
604,2020-01-10,4990,-875.3127528237458
605,2020-01-10,653,1747.0079122977033
606,2020-01-10,1549,-108.67907103014119
607,2020-01-10,2143,-820.3370704917488
608,2020-01-10,888,-387.60408775698284
609,2020-01-10,1939,-316.85440027155687
610,2020-01-10,640,61.08597739693395
611,2020-01-10,6,712.1430074434961
612,2020-01-10,4851,41.17167892867206
613,2020-01-10,3651,2102.2982406647916
614,2020-01-10,2434,25.26174760569245
615,2020-01-10,3825,486.7301923799552
616,2020-01-10,2455,1336.1067804208033
617,2020-01-10,2946,-3230.2150449898895
618,2020-01-10,3952,-414.9449090960188
619,2020-01-10,3313,827.5521177797938
620,2020-01-10,2569,-875.217658846216
621,2020-01-10,3485,-1214.6953359503036
622,2020-01-10,123,332.8386642175311
623,2020-01-10,1056,-1101.4367585911987
624,2020-01-10,3227,504.5751489030392
625,2020-01-10,2910,1135.4365875409385
626,2020-01-10,3989,1358.0882067522366
627,2020-01-10,521,1178.7270812713555
628,2020-01-10,271,99.17521902556832
629,2020-01-10,2118,-683.8441701016169
630,2020-01-10,2604,2591.220537951096
631,2020-01-10,3955,688.545999675802
632,2020-01-10,3902,1956.096064856989
633,2020-01-10,3883,-1269.60310089351
634,2020-01-10,757,-1505.685572135793
635,2020-01-11,4665,912.312930138676
636,2020-01-11,870,1305.6475194725858
637,2020-01-11,1005,-389.32138098372735
638,2020-01-11,1468,-195.12473920175677
639,2020-01-11,2745,133.69488760816515
640,2020-01-11,365,28.077162504231083
641,2020-01-11,1280,708.033152417552
642,2020-01-11,2867,-334.913927997266
643,2020-01-11,1494,227.47240886624508
644,2020-01-11,2172,-409.34175983784957
645,2020-01-11,2280,-292.8640338009872
646,2020-01-11,2952,1057.9378876049632
647,2020-01-11,4311,-43.57296190002003
648,2020-01-11,4985,-54.87095300884096
649,2020-01-11,3338,539.7670736154892
650,2020-01-11,1074,927.6384039767072
651,2020-01-11,4398,-116.65537003977875
652,2020-01-11,4590,-1036.6806895789846
653,2020-01-11,2049,-61.10201538648286
654,2020-01-11,1355,789.9361545412015
655,2020-01-11,3102,-855.2018162928462
656,2020-01-11,1113,-1265.4824074766304
657,2020-01-11,2455,-253.997264708569
658,2020-01-11,112,1678.7367000689062
659,2020-01-11,743,-1689.8572548390514
660,2020-01-11,2217,-936.8434438901777
661,2020-01-11,1832,2569.3399191471294
