,TransactionDate,ClientID,DollarAmount
0,2020-01-01,2305,-906.4835422655132
1,2020-01-01,3997,-55.21967611454869
2,2020-01-01,1001,2192.8584122049583
3,2020-01-01,3235,-1209.1495907741878
4,2020-01-01,1637,-103.3259503746012
5,2020-01-01,3814,225.4268583607289
6,2020-01-01,820,-187.54547447069928
7,2020-01-01,1428,411.567000811053
8,2020-01-01,1336,-331.4518317904856
9,2020-01-01,1273,103.98578625823131
10,2020-01-01,2203,1967.3893177338139
11,2020-01-01,1829,381.09641988744016
12,2020-01-01,2443,147.24559457840016
13,2020-01-01,2063,-528.0883291671387
14,2020-01-01,1719,-599.5009079557215
15,2020-01-01,3167,1233.1833955953994
16,2020-01-01,1408,-1639.4662342124777
17,2020-01-01,1308,235.24271222850427
18,2020-01-01,956,-932.2836883536006
19,2020-01-01,4850,-532.4354169163903
20,2020-01-01,246,668.6940852157536
21,2020-01-01,2711,-531.2195162744698
22,2020-01-01,1642,323.9907821486021
23,2020-01-01,4092,-584.1901157504607
24,2020-01-01,2876,288.7547205435694
25,2020-01-01,2677,-1870.0719209605936
26,2020-01-01,2677,2057.2997451848214
27,2020-01-01,4656,167.16053020439557
28,2020-01-01,64,-529.2193693633662
29,2020-01-01,3539,645.4521611539301
30,2020-01-01,3934,742.2609577781179
31,2020-01-01,320,-335.68314128667527
32,2020-01-01,3503,-365.592012504477
33,2020-01-01,319,-504.3735717990045
34,2020-01-01,3856,-84.72323495261318
35,2020-01-01,158,451.0679639108518
36,2020-01-01,2160,54.30884771885804
37,2020-01-01,255,1064.554715500094
38,2020-01-01,834,520.1396452770855
39,2020-01-01,2641,-183.0823686269668
40,2020-01-01,4429,152.09092677137554
41,2020-01-01,2158,-851.0606441883984
42,2020-01-01,1799,-271.0582394379038
43,2020-01-01,4624,-130.79569779496492
44,2020-01-01,689,-1656.402911711446
45,2020-01-01,1339,-533.7607789438229
46,2020-01-01,1838,-107.06291043626436
47,2020-01-01,1382,537.5044005013033
48,2020-01-01,1213,1018.1158241010799
49,2020-01-01,571,561.5201989893966
50,2020-01-01,3062,246.8851825941547
51,2020-01-01,2918,1752.4179507992585
52,2020-01-01,835,-784.0469041689395
53,2020-01-01,1815,651.5984812925259
54,2020-01-01,4432,334.564532956111
55,2020-01-01,1118,510.31307909370537
56,2020-01-01,630,1496.4075466121783
57,2020-01-01,4932,-485.85957608483125
58,2020-01-01,2464,-1070.9143143433353
